Tree,BS,DBH,DB,V,WP
1011,0,35.1,84,2,0
1012,1,29.2,14,0,0
1013,0,31.2,59,3,1
1014,1,38.1,40,3,1
1015,1,19.4,26,3,0
1016,0,25.5,45,2,0
1017,1,19.5,50,3,1
1018,1,32.9,87,3,1
1019,1,3,78,0,1
1020,1,28,99,4,1
1021,1,13.7,94,0,1
1022,1,13.9,50,4,1
1023,1,35.8,51,0,1
1024,1,10.1,76,2,1
1025,1,2.5,92,3,1
1026,1,16.6,6,1,0
1027,0,5.1,86,2,0
1028,1,16.9,15,1,1
1029,1,36.8,94,1,0
1030,1,10.4,16,0,1
1031,1,30.2,86,4,0
1032,1,14.7,75,1,0
1033,0,37.6,23,2,0
1034,1,15.4,60,2,1
1035,0,23.4,89,3,0
1036,1,17.8,58,4,1
1037,1,33,99,0,1
1038,0,15.6,70,3,1
1039,0,25.6,25,4,1
1040,0,20.4,45,1,1
1041,1,4.7,8,2,0
1042,1,15.1,91,0,0
1043,1,2.3,71,3,0
1044,0,31.3,77,5,0
1045,1,15.7,35,1,0
1046,0,4.1,31,3,0
1047,1,22,44,1,0
1048,0,35.8,10,4,1
1049,0,19,26,2,0
1050,0,24.5,61,2,1
1051,0,24.4,54,3,0
1052,1,2,59,1,1
1053,0,0.2,99,1,0
1054,0,29.6,8,1,0
1055,1,15.8,13,0,1
1056,0,12.6,3,2,0
1057,0,2.9,71,4,1
1058,0,4.5,96,2,0
1059,1,5.3,98,0,1
1060,1,35.7,54,1,0
1061,1,9.2,98,0,0
1062,0,36.6,24,4,1
1063,1,9.8,40,2,1
1064,0,13.7,64,3,1
1065,0,4.4,8,0,0
1066,0,37.1,36,0,1
1067,1,11.1,91,3,1
1068,1,29.8,42,2,1
1069,1,8.8,91,1,0
1070,0,15.3,89,5,0
1071,1,8.9,37,4,0
1072,1,37.8,80,4,0
1073,0,9,26,3,1
1074,1,10.4,58,2,1
1075,0,33.8,59,1,1
1076,0,21.9,77,3,0
1077,0,1,52,4,0
1078,0,1.4,50,1,0
1079,1,23.2,63,3,0
1080,0,22.2,31,4,1
1081,0,19.8,67,4,1
1082,0,8.9,74,1,0
1083,0,4.6,15,4,1
1084,1,19,89,3,0
1085,0,36.5,79,2,1
1086,0,33.6,40,5,1
1087,0,8.6,19,4,0
1088,1,3.8,32,3,1
1089,1,38.2,95,2,1
1090,0,34.4,52,0,0
1091,1,31.9,65,2,0
1092,1,10.3,45,1,1
1093,1,18.8,50,1,1
1094,1,16.7,74,4,1
1095,1,33.9,51,4,0
1096,0,32.6,93,0,1
1097,1,26.4,76,1,1
1098,1,9.6,26,1,0
1099,1,2.6,31,2,0
1100,1,34.4,47,2,1
1101,0,6.9,31,1,1
1102,0,6.6,49,3,0
1103,0,37.7,92,4,0
1104,1,6.9,62,5,1
1105,1,1.1,10,4,1
1106,0,5.9,47,0,0
1107,1,13.5,34,1,1
1108,1,33.3,13,4,0
1109,1,12.1,72,3,1
1110,1,39.2,88,1,0
1111,1,37.7,78,2,1
1112,1,13.3,87,0,1
1113,1,29.6,98,4,1
1114,0,0.5,19,0,1
1115,0,5.1,92,1,0
1116,1,10.8,57,3,0
1117,0,5.7,85,1,1
1118,0,36.1,4,4,0
1119,1,19.8,84,1,1
1120,1,36.7,70,4,1
1121,1,36.3,18,5,1
1122,0,38.6,13,3,1
1123,1,36.7,8,4,0
1124,1,27.5,12,3,1
1125,0,3.1,67,2,0
1126,1,34.5,34,0,0
1127,1,22.2,98,4,0
1128,0,19.8,51,3,0
1129,0,26.8,97,4,0
1130,0,16.2,73,2,0
1131,1,24.6,57,3,0
1132,1,23.4,26,2,1
1133,0,7.6,30,1,1
1134,1,8,69,0,0
1135,1,6,51,4,0
1136,1,23.1,89,2,0
1137,0,9.5,91,4,0
1138,0,9,64,4,1
1139,0,0.1,17,4,1
1140,1,7.6,36,1,0
1141,1,26.6,7,3,0
1142,0,31.1,7,2,1
1143,1,9.4,22,3,1
1144,1,15.8,32,4,0
1145,0,11.5,59,0,1
1146,0,2,36,3,0
1147,1,13.7,21,3,0
1148,0,31.1,12,1,0
1149,1,21,80,3,0
1150,0,13.5,42,2,0
1151,0,8,30,2,0
1152,1,35.7,56,2,0
1153,1,36.3,66,0,1
1154,1,16.2,80,2,1
1155,0,0.1,71,4,0
1156,0,39.4,60,0,1
1157,1,27.5,27,4,1
1158,0,14.7,52,1,0
1159,1,39.5,33,1,0
1160,0,8.1,50,4,0
1161,0,32.3,2,2,1
1162,0,24.7,25,1,0
1163,0,8.7,54,5,1
1164,1,6,36,4,0
1165,0,9.2,26,4,1
1166,1,27.7,9,3,0
1167,1,39.1,21,4,0
1168,0,34.5,95,4,0
1169,0,39.9,56,1,0
1170,1,15.2,72,5,1
1171,1,29.9,14,0,0
1172,1,8.8,58,1,0
1173,1,7.9,40,3,0
1174,0,8.5,93,1,0
1175,0,9.8,36,4,1
1176,1,38.7,62,4,0
1177,1,14.3,90,4,0
1178,0,18.4,55,3,1
1179,1,26,24,5,0
1180,0,7.7,88,3,0
1181,0,3.6,29,1,0
1182,1,27.6,31,2,1
1183,0,5.7,53,3,0
1184,0,14.3,14,4,1
1185,1,29.8,71,1,0
1186,0,39.3,21,0,1
1187,1,30,95,2,1
1188,0,15.6,99,4,1
1189,1,14.8,71,2,0
1190,1,32,24,4,1
1191,0,22.7,64,2,1
1192,1,6.7,49,1,0
1193,1,35.9,85,3,0
1194,1,23.1,13,3,0
1195,1,23.6,17,3,0
1196,1,32.2,43,3,0
1197,1,32.1,22,3,0
1198,0,32.5,39,3,1
1199,0,4.7,86,2,0
1200,0,32.2,7,3,1
1201,0,16.1,69,0,0
1202,0,9.6,71,1,0
1203,1,26.5,15,3,1
1204,1,31.2,50,1,0
1205,0,15.1,49,3,1
1206,1,18.9,16,3,0
1207,0,23.3,26,5,0
1208,1,20.5,16,4,1
1209,1,2.9,98,3,0
1210,1,37.9,6,3,0
1211,0,28.1,94,3,0
1212,0,27.2,10,3,0
1213,1,36,97,3,1
1214,0,6.5,15,2,1
1215,1,29.7,54,1,1
1216,1,10.5,73,2,1
1217,0,31.8,53,4,1
1218,1,18.1,16,3,0
1219,0,35,20,2,1
1220,1,20.9,45,4,1
1221,1,24.5,75,3,0
1222,0,12.2,63,1,0
1223,1,16.2,8,5,1
1224,0,6.2,62,1,0
1225,0,1.8,51,0,1
1226,0,29.7,10,4,0
1227,1,33.2,91,4,1
1228,1,30.5,4,1,1
1229,0,27,27,1,0
1230,0,18.8,44,5,1
1231,0,17.8,54,3,0
1232,1,22.9,72,2,0
1233,1,16.5,82,0,0
1234,1,1.6,49,1,0
1235,1,26,34,3,0
1236,0,23.5,14,4,0
1237,0,0,41,3,1
1238,1,14.2,78,4,0
1239,0,34.7,78,4,1
1240,1,13.8,77,4,1
1241,0,36.9,67,4,0
1242,0,21.2,22,3,1
1243,1,39.5,24,2,1
1244,0,21.1,57,4,1
1245,0,0.7,27,4,0
1246,0,31,5,4,1
1247,1,7.8,81,3,0
1248,1,13.2,37,5,0
1249,0,38.6,76,3,0
1250,1,27.2,51,4,1
1251,0,5.4,33,5,1
1252,1,1,11,4,1
1253,1,31.6,61,4,0
1254,1,30.1,77,1,0
1255,1,23.7,62,3,0
1256,1,16.4,44,3,1
1257,0,21.6,22,2,1
1258,1,0.7,78,5,0
1259,1,34.7,76,2,0
1260,1,35.8,12,3,1
1261,1,15.2,94,4,1
1262,1,9.5,10,4,0
1263,0,19.7,12,1,1
1264,1,7.3,55,2,1
1265,1,32.4,63,4,0
1266,1,38.8,100,3,1
1267,1,22.1,56,3,1
1268,1,18.9,26,4,1
1269,1,27.5,9,3,1
1270,0,25.3,64,2,1
1271,0,19.9,80,2,0
1272,1,23.6,80,2,0
1273,1,8.7,28,2,0
1274,1,9.9,11,3,1
1275,1,37.1,93,3,0
1276,0,23.6,49,4,1
1277,0,11.7,38,4,0
1278,0,14,64,1,0
1279,0,6.3,41,5,0
1280,1,28.8,71,3,0
1281,0,7.3,34,2,1
1282,1,12.3,64,2,1
1283,0,39.5,10,3,0
1284,1,4.5,86,1,0
1285,0,25.1,31,4,1
1286,0,22.6,22,1,1
1287,0,33.7,82,3,0
1288,0,18.9,93,2,1
1289,0,17.3,76,3,1
1290,0,24.1,20,3,1
1291,1,6.1,92,4,1
1292,1,0.6,99,1,0
1293,1,15.7,65,5,1
1294,1,13.1,22,3,0
1295,1,33,99,4,0
1296,1,27.6,33,4,0
1297,0,13.4,5,2,0
1298,1,16,30,2,0
1299,1,10.1,54,4,0
1300,1,13,81,2,1
1301,0,33.3,12,1,1
1302,0,20.3,75,2,0
1303,0,33.5,7,2,0
1304,1,34.5,88,4,0
1305,0,0.7,64,3,0
1306,0,4,85,1,0
1307,0,15.1,29,1,0
1308,0,21.5,68,1,0
1309,1,4.5,43,1,0
1310,1,31.1,27,2,1
1311,0,12.6,10,2,0
1312,0,27.8,22,3,1
1313,1,30.2,87,5,1
1314,0,20.4,19,4,0
1315,0,25.8,88,5,1
1316,0,34.7,15,1,0
1317,0,2.8,37,1,0
1318,1,4,90,2,0
1319,0,14.3,80,2,0
1320,1,30.1,67,5,0
1321,0,18.9,23,3,1
1322,1,17.6,57,5,0
1323,1,14.7,22,4,0
1324,1,25.1,35,1,1
1325,1,14.8,2,2,0
1326,0,19.1,27,3,1
1327,1,9,28,0,0
1328,0,16.4,62,4,0
1329,0,1.8,35,4,0
1330,0,11.8,46,5,1
1331,0,23.1,2,0,1
1332,0,22.7,67,0,0
1333,1,28.8,27,0,1
1334,0,2.9,32,3,1
1335,0,6.3,26,1,1
1336,1,5.6,69,0,1
1337,1,15.7,16,2,1
1338,0,25.2,62,3,1
1339,1,9.9,46,4,0
1340,0,5.9,10,4,0
1341,1,17.1,27,4,1
1342,1,33.2,20,0,0
1343,0,39.1,16,1,1
1344,0,31,11,2,0
1345,1,36.7,83,5,0
1346,0,8,7,4,1
1347,0,8.2,40,2,0
1348,0,24.8,14,2,0
1349,0,4.3,43,3,1
1350,0,18.5,34,3,0
1351,1,36.9,42,3,1
1352,1,39.9,32,0,0
1353,0,23.1,91,1,1
1354,1,34.8,32,3,0
1355,1,28.6,42,1,0
1356,0,27.2,38,2,0
1357,0,29.2,98,0,1
1358,0,22.5,55,1,1
1359,0,25.9,49,3,1
1360,1,10.2,90,5,0
1361,0,1.1,41,3,1
1362,0,27.5,63,2,0
1363,0,17.4,74,5,0
1364,1,19.5,11,3,0
1365,1,20.1,47,3,1
1366,1,5.3,75,4,0
1367,1,11.2,83,4,1
1368,0,32.5,76,4,0
1369,0,38.2,15,1,0
1370,1,3.8,79,5,0
1371,1,31.5,98,1,0
1372,1,8.2,7,4,0
1373,1,31.1,98,1,1
1374,1,6.8,25,3,1
1375,0,2.3,77,0,1
1376,1,26.8,72,1,1
1377,0,3.8,27,4,1
1378,0,31.5,36,3,0
1379,1,31,98,3,1
1380,0,2.7,30,4,1
1381,0,1,22,4,0
1382,0,16.1,14,2,1
1383,0,7.1,64,0,0
1384,0,5.1,97,4,1
1385,1,7.2,53,4,1
1386,1,34.4,68,1,1
1387,0,22.5,39,5,1
1388,1,17.4,4,4,1
1389,1,21.3,63,0,0
1390,0,23.3,52,4,0
1391,1,31.5,88,4,0
1392,1,37,12,2,0
1393,1,12.7,82,2,1
1394,0,32.9,6,5,1
1395,1,25.6,64,4,0
1396,0,14.3,88,3,1
1397,0,22.2,43,2,0
1398,1,6,81,2,1
1399,1,15.6,93,1,0
1400,0,17.2,4,3,0
1401,0,25.4,4,1,0
1402,1,14.8,95,3,1
1403,0,25.3,95,4,0
1404,1,32.6,89,3,0
1405,0,0.4,33,5,0
1406,0,15.3,57,2,1
1407,1,4.6,26,2,0
1408,0,18.7,24,1,0
1409,1,19.7,68,5,1
1410,0,22,47,1,1
1411,0,7.8,67,2,0
1412,1,36.3,76,4,0
1413,1,8.5,20,5,0
1414,0,16.2,17,4,1
1415,1,5.2,65,2,1
1416,1,29.7,41,3,1
1417,0,4.7,92,2,1
1418,0,9.4,58,4,0
1419,0,37.6,88,3,1
1420,1,0.5,78,1,0
1421,0,7,90,2,0
1422,1,33.2,79,1,1
1423,0,21,16,4,1
1424,0,12.5,21,4,1
1425,1,12.3,82,5,0
1426,1,15.5,73,0,1
1427,1,38.8,13,4,1
1428,0,12,45,5,1
1429,0,22.2,55,0,1
1430,0,24.4,93,1,0
1431,1,22.3,55,1,1
1432,0,6.7,39,2,0
1433,0,4.3,70,1,1
1434,0,9.8,36,0,1
1435,0,36.5,5,4,1
1436,1,31.9,40,4,0
1437,0,16.5,18,3,1
1438,0,32.1,31,3,0
1439,1,16.7,74,5,0
1440,1,28.4,41,2,0
1441,1,0.7,27,4,0
1442,1,3.3,59,3,1
1443,1,35.9,58,2,1
1444,1,30.1,61,4,1
1445,0,9.2,26,4,0
1446,0,7.5,69,4,0
1447,0,10.8,9,5,0
1448,1,23.7,83,1,0
1449,0,30.1,34,3,0
1450,0,4.9,53,1,1
1451,0,39,17,1,0
1452,1,38,36,2,1
1453,1,15,34,4,1
1454,0,29.3,46,4,0
1455,1,9.2,34,3,1
1456,1,28.1,96,4,1
1457,0,33.6,72,4,0
1458,0,8.6,69,2,0
1459,1,31.7,89,1,0
1460,0,0.9,42,4,1
1461,0,18.6,54,4,1
1462,0,1.1,50,4,1
1463,1,15.6,8,2,0
1464,1,34.8,3,0,1
1465,1,8,87,3,0
1466,1,23.1,92,2,1
1467,0,29.1,23,3,1
1468,0,11.7,1,3,1
1469,1,9.2,99,3,1
1470,0,19.4,8,4,0
1471,1,3.1,6,5,1
1472,0,10.8,16,3,0
1473,0,1.9,20,3,0
1474,0,23.8,19,1,0
1475,1,5.9,18,0,0
1476,0,30.3,66,5,1
1477,0,24.6,58,1,0
1478,0,13.8,27,2,1
1479,1,5.8,42,4,0
1480,0,6.5,5,5,1
1481,1,18,78,3,1
1482,0,5.3,14,0,1
1483,0,12.9,55,4,0
1484,0,21.7,4,1,0
1485,0,20.6,9,4,1
1486,0,21.3,15,1,0
1487,0,36.9,82,3,0
1488,0,31.1,92,5,0
1489,0,15.1,91,4,0
1490,0,12,27,1,1
1491,0,7.2,59,5,0
1492,0,11.3,10,5,1
1493,0,39.6,36,5,1
1494,1,28.8,30,2,0
1495,0,30.3,50,1,0
1496,1,1.7,23,1,1
1497,0,5.9,36,2,1
1498,0,22.6,72,2,1
1499,1,16.4,26,1,0
1500,0,17,52,2,1
1501,1,30.9,70,2,1
1502,0,15.1,8,3,1
1503,1,30.3,72,3,0
1504,1,13.5,7,3,0
1505,0,5.3,34,4,0
1506,1,0,86,3,1
1507,1,33.1,73,1,1
1508,0,12,54,4,0
1509,1,25.6,71,3,0
1510,1,26.6,67,3,1
1511,0,10.7,11,5,0
1512,1,32.1,87,4,1
1513,1,35.2,23,2,0
1514,1,34.1,86,1,0
1515,1,16.1,31,2,0
1516,1,13.4,98,0,1
1517,1,20.8,51,5,1
1518,1,31.3,91,0,1
1519,0,28.6,11,4,1
1520,0,19.1,26,5,1
1521,0,9.4,24,2,1
1522,0,39.3,56,2,1
1523,1,31.8,40,0,0
1524,1,13.9,98,3,0
1525,0,16.3,21,4,0
1526,1,32.6,5,4,0
1527,0,34,29,3,0
1528,0,3.5,54,2,1
1529,0,30.5,84,2,0
1530,1,28.7,40,0,0
1531,1,14.7,77,1,0
1532,0,30.3,21,1,0
1533,1,36.3,28,3,1
1534,0,18.4,12,5,1
1535,1,6,93,4,1
1536,0,28.9,50,4,0
1537,0,5.2,90,1,0
1538,0,8,46,2,1
1539,1,31.6,51,3,1
1540,0,9.8,38,0,0
1541,1,19.3,89,2,0
1542,0,4.5,58,1,1
1543,0,15.5,11,4,0
1544,1,13.2,8,5,0
1545,1,13,8,3,0
1546,0,39.3,55,2,1
1547,1,9.4,4,2,1
1548,1,13.9,83,1,1
1549,0,4.8,99,2,1
1550,1,20.4,40,0,1
1551,0,2,29,2,1
1552,0,12.2,46,1,0
1553,1,26.3,61,2,1
1554,1,38.6,37,1,0
1555,1,22.9,49,5,1
1556,1,22.5,19,0,1
1557,1,17.1,40,2,1
1558,1,6.7,97,2,0
1559,1,32.8,14,1,1
1560,0,5.7,52,4,1
1561,1,0.3,69,1,0
1562,1,25.8,21,3,1
1563,1,3.1,57,3,0
1564,1,34.4,46,5,0
1565,0,31.6,5,1,1
1566,0,3.1,62,0,1
1567,0,34.8,43,4,0
1568,0,36.9,93,5,0
1569,0,23.9,60,3,1
1570,1,8.9,24,0,1
1571,1,4,49,5,0
1572,1,8.8,43,5,1
1573,0,14.4,40,3,1
1574,1,19.1,23,5,1
1575,1,19.9,67,2,1
1576,0,34.2,50,3,1
1577,1,3.6,55,4,0
1578,1,19.8,74,1,0
1579,1,14.5,58,2,0
1580,1,34.3,61,3,0
1581,1,20,77,5,1
1582,1,28.9,40,2,1
1583,0,4.2,95,2,0
1584,1,14.3,24,1,1
1585,0,7.8,28,0,1
1586,0,3.4,95,1,1
1587,0,6.5,68,1,1
1588,1,5.6,59,5,1
1589,1,8.2,44,0,0
1590,1,32.6,34,1,0
1591,0,33.1,7,4,0
1592,1,29.8,8,3,0
1593,1,29,32,0,0
1594,0,36,65,1,1
1595,1,24.3,61,3,0
1596,0,36.5,2,3,0
1597,1,27.7,11,4,0
1598,0,34.1,80,5,1
1599,1,34.4,68,0,0
1600,1,33.3,12,0,0
1601,0,19.3,87,4,0
1602,0,1.8,87,4,1
1603,1,11.9,88,5,1
1604,0,5.1,4,1,0
1605,1,38.6,83,0,1
1606,1,11.2,1,3,0
1607,1,26.6,2,4,1
1608,0,34.3,88,3,0
1609,0,14.4,27,1,0
1610,1,18.4,94,5,1
1611,0,8.7,36,3,0
1612,1,32.9,20,5,0
1613,1,7.8,100,5,0
1614,0,9.2,16,4,0
1615,1,6.2,9,5,1
1616,0,21.7,73,4,0
1617,1,38.5,57,2,0
1618,1,35.9,4,1,1
1619,0,0.9,94,2,0
1620,0,29.9,73,2,0
1621,0,2.6,4,1,1
1622,1,14,18,2,1
1623,1,18.2,6,2,1
1624,0,21.1,9,5,0
1625,1,30.8,80,1,1
1626,1,26.3,42,3,1
1627,1,12.1,58,4,0
1628,1,32.8,1,4,0
1629,1,36.1,1,1,1
1630,1,13.5,42,1,1
1631,0,39.2,83,5,1
1632,1,2.1,91,4,1
1633,1,0.6,90,0,0
1634,0,22.2,6,4,1
1635,1,11.2,40,1,1
1636,1,3.4,51,1,0
1637,1,26.9,72,3,1
1638,1,12.2,40,3,1
1639,1,13.1,9,2,1
1640,0,26.8,53,3,0
1641,0,3.7,20,3,0
1642,1,10.6,65,2,1
1643,1,2.3,65,5,1
1644,0,16.9,83,1,0
1645,0,39.3,74,2,0
1646,0,16.7,43,3,0
1647,0,28,76,0,1
1648,1,28.6,49,1,1
1649,0,36.8,42,0,1
1650,1,34.1,85,1,1
1651,1,4.8,91,4,1
1652,0,14.5,72,3,1
1653,0,34.2,39,4,1
1654,0,28.4,41,1,0
1655,0,31.3,19,3,0
1656,0,2.5,86,1,0
1657,1,6.5,70,4,0
1658,0,23.9,29,3,0
1659,0,16.9,31,0,1
1660,0,37.2,31,0,1
1661,1,31.1,43,1,1
1662,1,30,35,2,1
1663,1,16,68,3,1
1664,1,23.7,98,2,1
1665,0,8.6,40,4,0
1666,1,32.4,47,3,1
1667,0,34.3,73,3,0
1668,0,19.1,8,5,0
1669,1,3.9,56,4,0
1670,1,25,29,4,0
1671,1,0.2,71,0,0
1672,1,34.7,53,0,0
1673,0,15.5,14,3,0
1674,0,19,33,3,1
1675,0,29.6,66,1,0
1676,1,29.5,56,2,0
1677,1,9.1,15,2,1
1678,1,30.2,35,1,0
1679,0,34.5,20,1,1
1680,1,3.3,47,4,0
1681,0,17.1,29,1,0
1682,1,28.8,39,3,1
1683,0,35.3,73,2,0
1684,0,24.1,20,4,0
1685,1,19.1,7,5,1
1686,1,31.4,51,1,0
1687,0,32.3,87,4,1
1688,0,31.2,47,1,1
1689,1,35.6,88,5,0
1690,1,24.2,78,2,1
1691,1,10.1,31,0,1
1692,0,14.7,70,4,1
1693,1,32.8,80,4,0
1694,1,37.1,16,3,1
1695,1,18.9,29,2,1
1696,0,11.9,3,4,0
1697,1,30.1,17,4,0
1698,0,21.3,53,1,1
1699,1,38.3,44,5,1
1700,1,22.4,34,1,0
1701,1,27.5,3,1,0
1702,1,30.7,73,3,1
1703,1,37.9,79,4,0
1704,1,36.2,89,2,1
1705,1,38.1,23,2,1
1706,1,31.2,4,2,0
1707,1,6.2,24,0,1
1708,1,12.5,93,5,0
1709,1,7.1,47,0,1
1710,0,32.9,89,4,1
1711,0,28.6,38,3,0
1712,0,8.9,56,1,1
1713,0,22.6,13,2,0
1714,1,14.3,64,4,0
1715,0,9,57,1,1
1716,0,6.7,92,5,0
1717,0,13.8,39,0,0
1718,0,23,12,1,1
1719,0,28.4,66,0,1
1720,1,37,62,2,1
1721,0,25.4,80,4,0
1722,0,31.8,96,1,1
1723,1,26.1,19,5,0
1724,1,10.5,18,3,1
1725,1,25.9,89,3,0
1726,0,28.5,18,1,1
1727,1,38.1,63,3,0
1728,0,33.3,46,5,0
1729,1,19.4,89,2,1
1730,0,35.3,12,1,1
1731,1,7,65,2,1
1732,0,8.6,42,3,0
1733,1,30.7,92,4,1
1734,0,10.4,72,4,1
1735,0,30,53,3,1
1736,1,10.7,20,5,0
1737,1,11,20,1,1
1738,0,37.7,7,4,0
1739,0,18.3,5,2,0
1740,0,14.2,49,5,0
1741,0,0.4,2,4,0
1742,1,28.2,80,4,0
1743,1,18.6,28,3,1
1744,1,14.3,62,5,1
1745,0,25.4,58,0,1
1746,0,28.2,38,1,1
1747,0,39,44,4,1
1748,1,6.8,54,4,1
1749,0,31.5,44,2,0
1750,1,25,47,4,0
1751,0,9.5,68,3,0
1752,0,25.5,55,4,1
1753,0,12,39,4,1
1754,1,19.3,99,4,1
1755,0,4.4,54,5,1
1756,1,34.9,23,1,0
1757,0,22.7,54,2,1
1758,0,4.3,64,2,1
1759,1,25.4,95,1,1
1760,1,13.1,7,4,1
1761,1,18.5,73,4,1
1762,1,20.4,28,3,0
1763,1,30.7,39,4,0
1764,1,16.8,35,5,1
1765,1,30.5,6,0,1
1766,1,27.5,37,5,1
1767,0,30.8,99,4,0
1768,1,38.7,41,3,1
1769,0,37.2,49,2,1
1770,1,32.1,98,2,0
1771,0,30.6,28,1,1
1772,1,24.7,24,2,1
1773,1,19.4,36,4,1
1774,0,21.3,58,5,0
1775,0,5.8,87,2,1
1776,1,39.1,24,4,0
1777,0,32.6,85,4,0
1778,0,32.7,61,2,0
1779,1,31.2,15,1,0
1780,1,23.8,12,4,0
1781,1,19,53,5,0
1782,0,2.8,12,5,1
1783,1,19.7,10,2,1
1784,1,9.8,99,1,0
1785,1,28.4,15,1,1
1786,0,33,89,2,0
1787,0,32.4,13,3,0
1788,1,1.8,32,4,1
1789,1,35.5,12,1,0
1790,0,15.6,74,3,1
1791,0,22.7,37,4,1
1792,1,24,86,1,1
1793,0,22.5,79,2,0
1794,0,25.8,21,3,1
1795,0,16.9,70,2,0
1796,1,21.2,53,4,0
1797,1,23.3,5,2,0
1798,1,35.7,29,3,1
1799,1,38.3,19,5,1
1800,1,12.2,93,2,0
1801,1,27.8,25,4,1
1802,0,3,64,2,1
1803,1,32.6,51,2,0
1804,0,38,28,2,0
1805,1,3.6,52,2,1
1806,1,22.5,26,4,1
1807,0,11.9,24,0,0
1808,0,27.4,38,4,0
1809,1,15.1,47,5,1
1810,1,27.6,68,2,0
1811,1,25.1,51,2,0
1812,1,31.8,92,2,1
1813,0,17.3,96,2,0
1814,0,2.8,20,3,1
1815,1,4.5,97,0,0
1816,1,24.4,55,1,1
1817,1,38.7,87,3,0
1818,1,3.8,22,1,0
1819,0,7.5,20,1,0
1820,0,37.4,56,3,1
1821,0,31.4,60,3,0
1822,0,35.1,88,2,1
1823,1,20.5,7,3,0
1824,0,9.1,46,2,1
1825,1,19.1,57,4,0
1826,0,30.7,91,1,0
1827,0,8.4,42,0,0
1828,0,6.3,60,1,1
1829,1,17.7,76,3,0
1830,1,3.5,57,5,1
1831,1,25.2,28,4,1
1832,1,12.7,24,5,0
1833,0,21.6,85,4,0
1834,0,33.9,65,0,0
1835,0,3.6,74,2,1
1836,0,37.2,40,2,0
1837,1,14.6,12,3,1
1838,1,15,75,0,1
1839,1,15.7,18,0,1
1840,0,27.5,96,2,0
1841,0,12.1,48,5,1
1842,0,25.5,84,1,0
1843,0,7.6,18,3,1
1844,1,32.6,32,2,1
1845,0,17.1,73,3,0
1846,0,8.5,48,2,1
1847,1,24.5,15,2,0
1848,0,22.9,10,3,1
1849,1,31.1,87,3,0
1850,1,13.1,89,2,1
1851,1,2.8,41,2,0
1852,1,23.4,59,4,1
1853,0,17.8,36,5,1
1854,1,38.3,38,1,0
1855,1,12.6,15,1,0
1856,1,38.1,35,2,0
1857,0,9.8,37,0,1
1858,0,2.8,9,3,1
1859,1,20.9,58,0,0
1860,1,10.2,94,1,0
1861,0,3.8,48,3,0
1862,1,25.6,13,1,1
1863,0,28.3,13,4,1
1864,0,4.2,47,4,1
1865,0,14.5,18,4,0
1866,1,31.4,45,2,1
1867,0,39.2,95,1,1
1868,1,25.7,88,1,0
1869,0,1.4,81,4,1
1870,0,3.5,19,4,1
1871,0,34.5,100,1,0
1872,1,32.2,26,5,1
1873,1,34.6,99,1,0
1874,1,34,20,3,0
1875,0,5.9,76,1,0
1876,1,13.4,80,5,0
1877,0,36.3,24,3,0
1878,0,10.4,70,3,1
1879,1,35.7,45,5,1
1880,1,28.1,55,4,1
1881,1,17.6,15,2,0
1882,1,22.4,84,0,0
1883,1,30.6,40,3,0
1884,1,5.7,35,4,1
1885,1,9,75,2,0
1886,1,34.2,89,3,1
1887,1,27.9,51,3,0
1888,0,29.5,25,1,0
1889,0,23.5,98,3,0
1890,0,7.1,9,4,1
1891,1,15.8,15,3,0
1892,1,39.4,54,2,0
1893,1,12.8,46,1,1
1894,0,18.8,35,5,1
1895,1,22.7,52,3,1
1896,1,9.7,99,0,0
1897,0,23,37,4,1
1898,1,7.4,43,4,0
1899,0,3.6,20,1,0
1900,1,37.5,41,4,1
1901,0,7.8,63,4,0
1902,0,31,96,1,1
1903,0,37.4,94,1,0
1904,0,13.8,96,1,0
1905,1,25.7,87,3,1
1906,1,38.2,13,3,0
1907,0,16.2,6,1,0
1908,1,10.3,68,4,1
1909,0,29.9,85,3,0
1910,0,15.2,92,4,0
1911,1,25.8,63,5,1
1912,0,15,10,4,1
1913,0,17.4,45,1,0
1914,0,5.4,64,1,1
1915,0,36.5,93,3,0
1916,1,20,79,4,1
1917,1,6.2,41,4,1
1918,1,33.1,52,3,1
1919,0,7.7,23,3,0
1920,0,7.6,9,2,0
1921,0,18.5,88,3,1
1922,1,8.2,83,3,1
1923,0,22.3,78,1,1
1924,1,19.7,48,1,1
1925,1,16,71,5,0
1926,0,27.3,28,3,1
1927,0,24.1,45,0,1
1928,1,1.5,90,4,0
1929,1,34,47,5,0
1930,1,20.9,11,4,1
1931,0,13,74,0,0
1932,1,13.5,10,5,1
1933,0,4.9,14,1,1
1934,1,11.3,80,4,0
1935,0,19.9,83,1,0
1936,1,15.1,85,1,0
1937,0,34.7,45,1,0
1938,0,9.9,70,3,1
1939,1,26.4,1,1,1
1940,1,37.1,53,0,1
1941,1,19.5,85,1,0
1942,0,11.7,95,0,1
1943,0,33.7,74,0,0
1944,1,5.5,74,2,0
1945,0,37.3,85,0,1
1946,0,20.5,28,3,0
1947,0,2.5,24,5,1
1948,0,33.8,72,4,1
1949,0,8.6,64,2,0
1950,0,37.7,25,2,1
1951,1,8.7,40,4,0
1952,1,25.2,60,2,0
1953,0,38.3,50,3,0
1954,0,33.9,55,5,1
